data;regiao;categoria;produto;quantidade;valor_unitario
2026-06-29;Nordeste;Software;Modulo Fiscal;4;6160.94
2026-03-31;Norte;Treinamento;Treinamento Excel;6;1867.85
2026-09-07;Nordeste;Treinamento;Treinamento Excel;2;2086.18
2026-08-26;Centro-Oeste;Licencas;Licenca Anual ERP;3;2193.63
2026-08-04;Centro-Oeste;Licencas;Licenca Office;2;621.51
2026-04-27;Sudeste;Licencas;Licenca Office;12;1148.92
2026-05-19;Norte;Suporte;Suporte Basico;12;1532.53
2026-07-31;Sul;Suporte;Suporte Premium;3;1828.32
2026-12-25;Nordeste;Licencas;Licenca Anual ERP;3;1511.73
2026-02-02;Norte;Software;Conector API;9;1662.9
2026-09-26;Nordeste;Suporte;Suporte Premium;2;851.15
2026-02-13;Centro-Oeste;Consultoria;Automacao de Processos;5;6055.02
2026-08-15;Centro-Oeste;Licencas;Licenca Anual ERP;9;2747.85
2026-01-18;Centro-Oeste;Software;Conector API;8;5217.86
2026-05-20;Centro-Oeste;Treinamento;Treinamento Power BI;12;2703.22
2026-11-02;Sudeste;Treinamento;Treinamento Excel;9;3095.17
2026-06-08;Norte;Treinamento;Treinamento Excel;9;1485.8
2026-08-15;Sudeste;Software;Conector API;5;2539.17
2026-01-01;Sudeste;Software;Plataforma BI Pro;6;3666.16
2026-01-05;Nordeste;Treinamento;Treinamento Excel;8;1768.48
2026-05-30;Centro-Oeste;Suporte;Suporte Premium;9;1084.65
2026-10-15;Sudeste;Suporte;Suporte Premium;3;1801.37
2026-07-13;Sudeste;Suporte;Suporte Premium;7;1613.18
2026-11-10;Nordeste;Treinamento;Treinamento Excel;5;3128.98
2026-05-18;Sudeste;Treinamento;Treinamento Power BI;3;1132.83
2026-11-23;Sudeste;Software;Conector API;5;7224.06
2026-04-07;Sudeste;Suporte;Suporte Premium;1;2336.4
2026-04-06;Norte;Software;Conector API;5;2275.34
2026-01-05;Sudeste;Suporte;Suporte Premium;1;1336.52
2026-08-04;Sudeste;Licencas;Licenca Office;6;1698.32
2026-06-19;Sul;Software;Plataforma BI Pro;1;3491.93
2026-02-06;Centro-Oeste;Suporte;Suporte Premium;4;2180.97
2026-07-15;Nordeste;Licencas;Licenca Anual ERP;12;1097.09
2026-05-07;Nordeste;Suporte;Suporte Premium;4;1267.75
2026-09-24;Centro-Oeste;Software;Plataforma BI Pro;8;4546.46
2026-06-15;Sul;Licencas;Licenca Anual ERP;12;3024.78
2026-03-04;Sudeste;Treinamento;Treinamento Excel;4;2005.66
2026-12-08;Sudeste;Software;Plataforma BI Pro;4;6643.02
2026-01-08;Sul;Licencas;Licenca Office;10;735.02
2026-01-05;Norte;Consultoria;Automacao de Processos;12;11741.29
2026-02-15;Sudeste;Licencas;Licenca Office;2;2320.65
2026-11-17;Sul;Licencas;Licenca Office;11;830.97
2026-02-24;Sul;Treinamento;Treinamento Power BI;6;4428.54
2026-08-13;Nordeste;Licencas;Licenca Anual ERP;12;1457.75
2026-05-09;Norte;Consultoria;Automacao de Processos;12;9281.25
2026-10-05;Nordeste;Licencas;Licenca Anual ERP;10;922.55
2026-06-15;Nordeste;Licencas;Licenca Office;10;2960.53
2026-03-24;Sul;Treinamento;Treinamento Power BI;8;1753.12
2026-10-05;Sudeste;Licencas;Licenca Anual ERP;11;1816.68
2026-01-10;Centro-Oeste;Consultoria;Automacao de Processos;10;6201.19
2026-12-04;Norte;Software;Conector API;4;5707.0
2026-10-10;Sul;Suporte;Suporte Basico;6;1160.59
2026-02-26;Sul;Licencas;Licenca Anual ERP;1;2738.54
2026-04-02;Nordeste;Consultoria;Consultoria de Dados;2;10023.24
2026-01-17;Centro-Oeste;Software;Conector API;11;5413.22
2026-12-26;Centro-Oeste;Treinamento;Treinamento Power BI;6;1460.82
2026-01-07;Norte;Software;Plataforma BI Pro;11;5426.09
2026-08-28;Nordeste;Software;Plataforma BI Pro;6;5998.97
2026-07-08;Nordeste;Suporte;Suporte Premium;10;858.21
2026-02-06;Nordeste;Software;Plataforma BI Pro;4;9461.05
2026-02-21;Nordeste;Software;Modulo Fiscal;7;2829.36
2026-12-03;Sudeste;Treinamento;Treinamento Power BI;9;3521.86
2026-02-24;Nordeste;Suporte;Suporte Basico;11;1263.31
2026-02-23;Sul;Suporte;Suporte Premium;9;1143.27
2026-12-03;Sul;Licencas;Licenca Office;6;2926.96
2026-06-16;Nordeste;Treinamento;Treinamento Excel;11;2279.29
2026-11-08;Sudeste;Licencas;Licenca Anual ERP;7;2543.98
2026-07-04;Norte;Licencas;Licenca Office;7;400.55
2026-05-26;Centro-Oeste;Software;Modulo Fiscal;3;9743.34
2026-01-04;Sudeste;Licencas;Licenca Anual ERP;4;2796.02
2026-12-20;Nordeste;Software;Modulo Fiscal;9;5984.38
2026-03-21;Sul;Treinamento;Treinamento Excel;6;1208.82
2026-07-07;Norte;Licencas;Licenca Anual ERP;4;1117.48
